Student_ID,Age,Gender,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Computer_Score,Total_Score,Percentage,Grade
STU10406,19,Female,5.4,84.6,79,71,58,75,283,70.75,B
STU10407,16,Female,7.1,89.9,80,91,84,96,351,87.75,A
STU10408,21,Male,3.7,76.3,93,96,77,99,365,91.25,A+
STU10409,21,Female,3.7,75.6,71,71,69,73,284,71.0,B
STU10410,19,Female,2.2,98.6,66,75,83,69,293,73.25,B
STU10411,18,Male,3.7,91.8,78,79,69,62,288,72.0,B
STU10412,19,Female,6.2,89.9,94,83,70,88,335,83.75,A
STU10413,17,Female,6.8,89.9,80,93,96,95,364,91.0,A+
STU10414,17,Female,6.2,86.6,86,89,85,86,346,86.5,A
STU10415,21,Female,1.3,100.0,71,75,79,74,299,74.75,B
STU10416,18,Male,6.4,82.4,75,100,96,87,358,89.5,A
STU10417,16,Male,1.2,87.8,61,56,62,61,240,60.0,C
STU10418,17,Female,6.1,67.5,77,80,85,79,321,80.25,A
STU10419,21,Male,3.8,73.8,68,69,76,81,294,73.5,B
STU10420,20,Female,5.8,70.0,72,79,67,91,309,77.25,B
STU10421,21,Female,2.1,94.7,80,85,72,87,324,81.0,A
STU10422,17,Female,6.6,56.5,85,72,89,87,333,83.25,A
STU10423,17,Female,1.9,78.0,64,69,60,64,257,64.25,C
STU10424,21,Male,3.3,52.1,78,66,74,79,297,74.25,B
STU10425,16,Male,2.7,73.7,75,66,66,83,290,72.5,B
STU10426,19,Male,1.3,77.1,58,80,65,76,279,69.75,C
STU10427,17,Male,4.7,95.8,100,89,96,100,385,96.25,A+
STU10428,21,Male,7.8,86.0,87,83,90,100,360,90.0,A+
STU10429,21,Male,9.3,73.7,72,71,72,87,302,75.5,B
STU10430,18,Female,4.7,92.7,80,100,92,89,361,90.25,A+
STU10431,19,Female,6.5,82.2,71,61,68,85,285,71.25,B
STU10432,20,Male,4.9,82.4,80,77,79,77,313,78.25,B
STU10433,16,Male,5.4,70.0,64,54,48,58,224,56.0,D
STU10434,20,Female,3.9,72.1,61,67,85,62,275,68.75,C
STU10435,19,Male,4.9,73.7,80,71,83,67,301,75.25,B
STU10436,19,Male,5.5,82.5,81,73,73,91,318,79.5,B
STU10437,19,Male,3.5,82.8,69,84,65,81,299,74.75,B
STU10438,20,Female,4.4,97.4,86,82,91,88,347,86.75,A
STU10439,19,Male,4.4,85.9,68,72,74,78,292,73.0,B
STU10440,21,Female,6.0,54.9,78,83,72,97,330,82.5,A
STU10441,20,Male,2.6,84.6,52,56,43,70,221,55.25,D
STU10442,19,Female,4.4,67.5,64,75,69,90,298,74.5,B
STU10443,21,Male,7.9,72.3,97,89,81,100,367,91.75,A+
STU10444,18,Male,6.6,73.9,78,79,79,80,316,79.0,B
STU10445,19,Female,6.9,75.4,86,75,78,77,316,79.0,B
STU10446,20,Female,4.5,68.2,75,64,71,84,294,73.5,B
STU10447,17,Female,5.1,84.0,86,99,87,100,372,93.0,A+
STU10448,19,Female,6.3,67.9,77,95,96,88,356,89.0,A
STU10449,17,Female,7.3,85.6,84,86,94,93,357,89.25,A
STU10450,21,Female,1.0,100.0,64,63,67,80,274,68.5,C
STU10451,18,Female,2.1,68.7,65,75,84,71,295,73.75,B
STU10452,16,Male,6.9,79.2,88,100,81,96,365,91.25,A+
STU10453,18,Male,4.0,56.8,44,47,43,49,183,45.75,F
STU10454,19,Male,3.3,79.0,71,62,64,67,264,66.0,C
STU10455,17,Female,2.2,88.4,76,63,52,70,261,65.25,C
STU10456,17,Male,3.5,89.2,84,65,92,77,318,79.5,B
STU10457,20,Male,2.0,82.8,72,67,72,65,276,69.0,C
STU10458,17,Female,8.3,90.9,100,100,96,100,396,99.0,A+
STU10459,20,Female,4.5,100.0,97,84,90,90,361,90.25,A+
STU10460,21,Female,4.4,99.1,76,65,74,86,301,75.25,B
STU10461,16,Male,5.6,76.8,88,96,91,92,367,91.75,A+
STU10462,19,Female,6.2,67.5,93,86,82,99,360,90.0,A+
STU10463,20,Male,6.2,77.9,77,73,63,79,292,73.0,B
STU10464,16,Male,6.4,72.5,78,77,100,92,347,86.75,A
STU10465,17,Male,3.4,86.5,67,62,60,84,273,68.25,C
STU10466,17,Male,4.0,70.2,80,79,88,79,326,81.5,A
STU10467,16,Male,5.9,81.3,78,93,86,93,350,87.5,A
STU10468,17,Female,3.6,90.4,84,88,100,100,372,93.0,A+
STU10469,21,Male,4.5,81.0,81,84,88,94,347,86.75,A
STU10470,21,Female,5.2,72.5,82,76,87,81,326,81.5,A
STU10471,16,Female,5.9,93.7,74,79,91,84,328,82.0,A
STU10472,20,Male,1.3,63.2,59,69,49,66,243,60.75,C
STU10473,20,Female,5.8,78.7,100,99,89,100,388,97.0,A+
STU10474,16,Male,4.1,81.6,75,76,66,78,295,73.75,B
STU10475,20,Female,5.8,82.2,82,77,79,89,327,81.75,A
STU10476,20,Male,5.9,83.8,66,71,62,74,273,68.25,C
STU10477,21,Male,7.4,88.1,89,99,81,100,369,92.25,A+
STU10478,20,Male,6.9,81.6,95,84,89,100,368,92.0,A+
STU10479,18,Female,6.9,78.3,83,88,65,87,323,80.75,A
STU10480,19,Female,7.1,77.9,87,98,99,93,377,94.25,A+
STU10481,17,Male,5.0,75.9,68,73,66,78,285,71.25,B
STU10482,18,Female,4.6,89.9,89,76,74,86,325,81.25,A
STU10483,20,Female,6.1,75.5,75,89,65,96,325,81.25,A
STU10484,21,Female,5.8,90.5,88,82,97,86,353,88.25,A
STU10485,16,Female,3.9,82.2,73,72,67,93,305,76.25,B
STU10486,20,Female,5.2,76.8,88,86,87,87,348,87.0,A
STU10487,21,Female,4.4,88.2,71,75,57,77,280,70.0,B
STU10488,19,Female,3.0,74.7,58,62,68,76,264,66.0,C
STU10489,20,Male,6.8,88.4,79,88,100,100,367,91.75,A+
STU10490,16,Male,4.6,84.1,80,88,83,77,328,82.0,A
STU10491,21,Male,8.2,76.0,93,98,94,100,385,96.25,A+
STU10492,21,Female,1.6,87.3,74,69,68,69,280,70.0,B
STU10493,21,Female,3.5,87.5,67,87,76,93,323,80.75,A
STU10494,19,Male,4.6,93.6,90,94,88,88,360,90.0,A+
STU10495,20,Female,6.5,91.7,74,82,92,95,343,85.75,A
STU10496,19,Male,5.2,86.9,81,84,83,86,334,83.5,A
STU10497,17,Male,5.1,70.7,67,82,78,82,309,77.25,B
STU10498,17,Female,2.5,100.0,86,80,76,75,317,79.25,B
STU10499,20,Male,2.4,68.0,52,62,61,64,239,59.75,D
STU10500,19,Male,5.1,91.5,85,86,82,81,334,83.5,A
STU10501,16,Female,2.0,86.3,56,71,66,75,268,67.0,C
STU10502,21,Female,3.5,70.3,84,83,80,72,319,79.75,B
STU10503,21,Male,5.4,80.8,83,89,88,81,341,85.25,A
STU10504,20,Female,2.7,81.2,57,62,49,52,220,55.0,D
STU10505,17,Female,7.4,95.1,100,86,93,96,375,93.75,A+
STU10506,17,Male,6.7,74.9,86,84,81,96,347,86.75,A
STU10507,21,Male,1.7,79.4,68,66,75,73,282,70.5,B
STU10508,20,Female,2.8,58.6,59,69,57,68,253,63.25,C
STU10509,19,Male,0.5,99.3,59,55,75,53,242,60.5,C
STU10510,17,Female,3.1,71.3,70,83,77,80,310,77.5,B
STU10511,19,Female,5.9,85.3,80,78,93,86,337,84.25,A
STU10512,17,Female,3.8,81.0,81,73,69,87,310,77.5,B
STU10513,17,Male,5.3,81.0,80,82,80,87,329,82.25,A
STU10514,18,Female,1.8,90.1,67,80,75,68,290,72.5,B
STU10515,17,Male,5.9,98.7,74,83,78,98,333,83.25,A
STU10516,16,Male,3.5,84.5,76,49,68,74,267,66.75,C
STU10517,20,Male,4.5,88.6,78,73,93,81,325,81.25,A
STU10518,20,Male,4.3,85.3,79,75,71,69,294,73.5,B
STU10519,19,Female,2.2,92.2,73,62,67,68,270,67.5,C
STU10520,17,Male,2.4,77.4,61,65,86,85,297,74.25,B
STU10521,16,Male,6.2,92.8,91,83,75,84,333,83.25,A
STU10522,19,Female,5.2,93.1,75,57,77,92,301,75.25,B
STU10523,18,Male,6.4,92.8,100,100,100,100,400,100.0,A+
STU10524,19,Female,5.1,75.4,72,66,68,73,279,69.75,C
STU10525,19,Male,4.8,80.3,88,73,91,95,347,86.75,A
STU10526,17,Female,1.4,84.4,68,75,80,90,313,78.25,B
STU10527,18,Female,4.0,68.3,74,71,82,87,314,78.5,B
STU10528,19,Male,4.5,97.9,70,83,63,90,306,76.5,B
STU10529,16,Male,8.0,81.9,88,100,97,96,381,95.25,A+
STU10530,16,Male,5.7,84.8,79,74,72,89,314,78.5,B
STU10531,20,Female,7.3,76.2,90,91,81,100,362,90.5,A+
STU10532,18,Male,5.6,68.7,88,80,99,88,355,88.75,A
STU10533,18,Male,3.2,76.0,60,59,72,72,263,65.75,C
STU10534,20,Male,4.7,84.2,76,62,74,83,295,73.75,B
STU10535,19,Male,4.9,88.7,79,59,82,79,299,74.75,B
STU10536,18,Female,2.8,83.6,85,70,82,70,307,76.75,B
STU10537,16,Female,3.8,85.5,73,88,71,87,319,79.75,B
STU10538,16,Male,4.1,78.6,61,72,77,87,297,74.25,B
STU10539,17,Male,7.4,87.0,88,64,80,91,323,80.75,A
STU10540,18,Female,0.8,96.8,53,51,52,58,214,53.5,D
STU10541,19,Female,6.7,89.0,89,86,88,100,363,90.75,A+
STU10542,20,Male,2.8,90.1,68,74,67,66,275,68.75,C
STU10543,20,Male,2.0,84.9,84,75,84,77,320,80.0,A
STU10544,19,Male,6.6,67.0,70,80,83,84,317,79.25,B
STU10545,21,Female,5.8,71.6,81,78,75,84,318,79.5,B
STU10546,17,Male,6.8,86.5,95,92,87,99,373,93.25,A+
STU10547,20,Female,5.9,81.9,86,79,87,100,352,88.0,A
STU10548,18,Female,8.2,86.4,100,100,89,100,389,97.25,A+
STU10549,17,Female,5.5,98.8,95,92,86,96,369,92.25,A+
STU10550,18,Male,4.2,89.3,80,96,92,93,361,90.25,A+
STU10551,16,Male,5.1,94.6,90,91,100,100,381,95.25,A+
STU10552,17,Male,6.7,82.9,90,86,79,100,355,88.75,A
STU10553,20,Male,3.1,73.9,71,69,74,81,295,73.75,B
STU10554,17,Female,3.3,81.4,82,94,79,81,336,84.0,A
STU10555,17,Female,3.9,74.0,65,64,60,75,264,66.0,C
STU10556,17,Female,0.7,97.6,55,76,63,70,264,66.0,C
STU10557,21,Female,4.7,89.9,74,75,83,100,332,83.0,A
STU10558,17,Male,1.1,87.2,41,53,44,57,195,48.75,F
STU10559,18,Male,4.6,94.4,95,98,87,100,380,95.0,A+
STU10560,16,Male,6.1,61.8,54,48,54,66,222,55.5,D
STU10561,19,Female,3.6,87.9,57,56,55,49,217,54.25,D
STU10562,17,Female,7.5,68.9,90,98,86,94,368,92.0,A+
STU10563,20,Female,1.9,81.9,64,75,53,71,263,65.75,C
STU10564,17,Male,6.6,78.9,91,88,82,86,347,86.75,A
STU10565,20,Male,5.7,88.6,94,92,87,95,368,92.0,A+
STU10566,18,Female,1.4,84.3,56,43,40,51,190,47.5,F
STU10567,20,Male,9.4,95.5,100,100,100,100,400,100.0,A+
STU10568,19,Female,4.4,76.0,77,79,90,82,328,82.0,A
STU10569,16,Female,2.9,89.1,83,51,74,74,282,70.5,B
STU10570,20,Female,2.0,83.6,62,66,80,80,288,72.0,B
STU10571,20,Male,4.1,65.6,68,72,94,84,318,79.5,B
STU10572,16,Male,4.3,72.8,69,80,95,79,323,80.75,A
STU10573,19,Male,4.7,80.5,66,60,55,70,251,62.75,C
STU10574,17,Male,4.0,93.1,90,100,88,92,370,92.5,A+
STU10575,20,Male,5.6,86.6,91,97,91,100,379,94.75,A+
STU10576,16,Female,3.8,70.3,49,54,63,64,230,57.5,D
STU10577,18,Female,1.0,80.6,62,59,74,58,253,63.25,C
STU10578,16,Male,4.2,100.0,68,74,86,93,321,80.25,A
STU10579,18,Male,0.5,83.1,62,71,61,74,268,67.0,C
STU10580,19,Male,5.1,78.7,70,57,58,64,249,62.25,C
STU10581,17,Male,2.7,86.9,75,68,68,68,279,69.75,C
STU10582,16,Female,4.8,89.6,69,65,56,75,265,66.25,C
STU10583,21,Male,6.9,77.4,85,83,85,94,347,86.75,A
STU10584,20,Male,2.8,87.0,64,83,60,73,280,70.0,B
STU10585,19,Male,6.4,78.7,79,83,73,85,320,80.0,A
STU10586,16,Female,3.7,89.2,68,58,65,70,261,65.25,C
STU10587,20,Female,7.7,83.7,74,93,90,89,346,86.5,A
STU10588,16,Male,3.8,86.8,82,88,85,85,340,85.0,A
STU10589,18,Female,3.0,74.4,72,59,75,77,283,70.75,B
STU10590,16,Female,5.7,73.8,77,80,94,91,342,85.5,A
STU10591,21,Female,3.7,91.5,86,79,84,80,329,82.25,A
STU10592,16,Male,3.0,81.2,70,70,69,82,291,72.75,B
STU10593,16,Female,3.6,84.9,78,74,75,84,311,77.75,B
STU10594,21,Female,4.4,78.9,76,81,83,93,333,83.25,A
STU10595,19,Female,6.9,91.0,72,66,73,83,294,73.5,B
STU10596,16,Female,1.0,75.9,68,48,48,68,232,58.0,D
STU10597,21,Female,4.5,80.6,80,94,90,88,352,88.0,A
STU10598,20,Male,5.6,89.9,95,78,89,93,355,88.75,A
STU10599,18,Female,4.8,93.7,79,82,72,92,325,81.25,A
STU10600,18,Female,6.9,76.8,61,65,78,68,272,68.0,C
STU10601,16,Female,4.4,100.0,82,85,75,89,331,82.75,A
STU10602,19,Male,4.2,85.1,82,93,92,98,365,91.25,A+
STU10603,19,Female,5.6,71.6,85,81,89,75,330,82.5,A
STU10604,20,Female,4.7,85.7,67,59,80,84,290,72.5,B
STU10605,16,Male,3.8,78.2,77,68,86,71,302,75.5,B
STU10606,18,Female,5.4,86.3,80,91,84,89,344,86.0,A
STU10607,19,Female,3.3,81.6,80,83,93,82,338,84.5,A
STU10608,16,Female,3.4,82.7,77,65,66,67,275,68.75,C
STU10609,19,Male,3.5,72.9,75,63,86,79,303,75.75,B
STU10610,21,Male,6.9,91.9,95,100,87,100,382,95.5,A+
STU10611,19,Female,0.5,70.4,59,46,58,73,236,59.0,D
STU10612,18,Male,5.2,70.9,90,88,100,100,378,94.5,A+
STU10613,17,Female,4.6,85.7,60,86,72,81,299,74.75,B
STU10614,20,Female,1.5,98.0,90,93,84,86,353,88.25,A
STU10615,20,Female,5.1,78.5,73,76,74,77,300,75.0,B
STU10616,18,Male,5.4,89.0,77,89,78,83,327,81.75,A
STU10617,19,Female,5.6,92.7,100,78,83,97,358,89.5,A
STU10618,16,Male,0.5,90.1,53,54,62,66,235,58.75,D
STU10619,19,Male,7.0,78.9,89,86,84,90,349,87.25,A
STU10620,18,Male,3.2,71.1,70,72,88,80,310,77.5,B
STU10621,20,Male,5.7,59.9,56,69,70,77,272,68.0,C
STU10622,19,Female,5.8,79.4,85,100,100,100,385,96.25,A+
STU10623,20,Female,2.9,93.8,59,60,68,68,255,63.75,C
STU10624,16,Male,5.7,70.8,100,93,91,100,384,96.0,A+
STU10625,20,Female,3.8,89.0,86,90,70,90,336,84.0,A
STU10626,20,Male,0.8,72.5,59,49,69,59,236,59.0,D
STU10627,17,Female,6.6,83.1,69,78,77,84,308,77.0,B
STU10628,17,Female,3.1,89.1,78,65,68,73,284,71.0,B
STU10629,21,Female,3.0,75.4,69,69,68,75,281,70.25,B
STU10630,17,Male,3.8,83.7,73,73,76,81,303,75.75,B
STU10631,20,Female,5.0,77.8,96,87,98,100,381,95.25,A+
STU10632,18,Male,4.4,89.1,100,91,96,100,387,96.75,A+
STU10633,20,Female,5.5,84.4,91,77,84,98,350,87.5,A
STU10634,18,Male,2.1,82.6,58,65,70,53,246,61.5,C
STU10635,18,Female,3.2,97.6,64,70,78,86,298,74.5,B
STU10636,17,Female,4.3,88.6,83,82,73,84,322,80.5,A
STU10637,19,Female,7.9,75.1,71,74,74,93,312,78.0,B
STU10638,16,Male,4.3,81.1,80,63,62,78,283,70.75,B
STU10639,17,Female,6.5,81.2,100,100,100,100,400,100.0,A+
STU10640,17,Male,4.6,82.8,72,80,72,80,304,76.0,B
STU10641,19,Female,3.6,100.0,63,78,74,86,301,75.25,B
STU10642,16,Male,4.1,85.7,74,81,84,84,323,80.75,A
STU10643,20,Male,4.2,61.6,61,67,42,61,231,57.75,D
STU10644,21,Female,5.6,76.6,71,75,62,77,285,71.25,B
STU10645,21,Male,7.0,62.7,67,76,54,82,279,69.75,C
STU10646,20,Male,5.1,78.7,89,86,91,99,365,91.25,A+
STU10647,17,Male,6.6,62.1,69,84,89,86,328,82.0,A
STU10648,16,Male,2.8,73.3,52,42,35,61,190,47.5,F
STU10649,17,Female,3.8,66.8,79,80,71,88,318,79.5,B
STU10650,18,Female,3.2,85.8,67,71,71,70,279,69.75,C
STU10651,17,Male,5.1,82.0,56,64,58,67,245,61.25,C
STU10652,17,Male,3.9,85.0,71,71,66,76,284,71.0,B
STU10653,20,Male,5.8,81.0,83,81,93,92,349,87.25,A
STU10654,20,Male,2.8,68.1,71,59,67,71,268,67.0,C
STU10655,20,Female,4.6,87.1,94,100,83,93,370,92.5,A+
STU10656,21,Female,5.7,100.0,86,78,65,89,318,79.5,B
STU10657,18,Male,0.8,86.1,59,63,83,64,269,67.25,C
STU10658,20,Male,8.3,77.7,73,86,97,90,346,86.5,A
STU10659,16,Male,4.0,67.7,65,67,57,68,257,64.25,C
STU10660,21,Female,0.9,72.9,60,81,69,75,285,71.25,B
STU10661,19,Female,4.8,86.5,75,85,81,88,329,82.25,A
STU10662,16,Male,4.6,92.7,82,82,89,100,353,88.25,A
STU10663,16,Male,4.4,84.6,83,74,76,100,333,83.25,A
STU10664,20,Female,6.3,90.0,77,72,79,92,320,80.0,A
STU10665,19,Female,5.8,89.1,72,65,82,81,300,75.0,B
STU10666,19,Male,5.0,87.1,78,76,94,89,337,84.25,A
STU10667,21,Male,5.3,75.4,98,74,96,88,356,89.0,A
STU10668,19,Male,4.3,83.7,89,98,100,91,378,94.5,A+
STU10669,18,Female,7.7,73.5,88,98,94,93,373,93.25,A+
STU10670,20,Male,1.8,82.2,59,65,63,66,253,63.25,C
STU10671,19,Male,4.8,85.3,79,90,68,81,318,79.5,B
STU10672,21,Female,4.6,98.8,84,76,85,93,338,84.5,A
STU10673,18,Male,6.0,68.9,75,67,76,75,293,73.25,B
STU10674,17,Female,3.0,86.8,73,60,72,79,284,71.0,B
STU10675,17,Male,1.4,96.8,51,64,53,66,234,58.5,D
STU10676,18,Male,4.8,89.6,76,75,91,93,335,83.75,A
STU10677,21,Female,5.0,90.3,100,95,100,99,394,98.5,A+
STU10678,18,Male,7.2,87.9,88,100,100,100,388,97.0,A+
STU10679,20,Female,2.2,95.0,60,74,58,70,262,65.5,C
STU10680,20,Female,6.6,71.1,86,83,78,98,345,86.25,A
STU10681,17,Male,8.8,68.1,90,88,96,99,373,93.25,A+
STU10682,19,Female,3.8,81.9,72,68,75,87,302,75.5,B
STU10683,21,Male,2.2,60.4,67,82,67,64,280,70.0,B
STU10684,17,Female,3.8,94.3,73,82,81,85,321,80.25,A
STU10685,19,Male,4.5,94.2,100,100,100,100,400,100.0,A+
STU10686,19,Female,5.5,77.7,99,88,99,100,386,96.5,A+
STU10687,20,Male,3.4,78.3,91,82,74,78,325,81.25,A
STU10688,16,Male,7.3,81.3,97,96,100,100,393,98.25,A+
STU10689,16,Female,2.5,82.5,67,73,73,77,290,72.5,B
STU10690,18,Female,1.4,83.3,49,59,50,47,205,51.25,D
STU10691,20,Male,6.5,87.6,84,97,92,100,373,93.25,A+
STU10692,19,Male,0.5,80.3,69,75,66,72,282,70.5,B
STU10693,21,Female,4.1,91.4,92,79,67,79,317,79.25,B
STU10694,16,Female,10.0,86.5,100,98,100,100,398,99.5,A+
STU10695,19,Male,4.5,75.9,93,79,99,89,360,90.0,A+
STU10696,16,Male,2.5,95.4,81,81,81,84,327,81.75,A
STU10697,16,Male,4.4,68.4,63,68,57,67,255,63.75,C
STU10698,16,Female,4.4,81.1,61,91,95,89,336,84.0,A
STU10699,21,Male,4.8,91.7,85,68,74,87,314,78.5,B
STU10700,20,Male,5.7,74.8,85,90,83,85,343,85.75,A
STU10701,21,Female,2.6,85.1,73,82,90,75,320,80.0,A
STU10702,17,Male,7.5,87.4,99,100,100,100,399,99.75,A+
STU10703,19,Female,4.9,73.4,65,75,68,77,285,71.25,B
STU10704,20,Male,5.8,81.3,71,81,85,87,324,81.0,A
STU10705,20,Male,3.4,80.4,81,75,85,96,337,84.25,A
STU10706,20,Male,6.8,76.5,76,74,73,83,306,76.5,B
STU10707,20,Female,4.0,100.0,68,71,50,82,271,67.75,C
STU10708,21,Male,5.0,74.4,71,89,79,76,315,78.75,B
STU10709,20,Female,2.8,92.0,67,70,79,73,289,72.25,B
STU10710,18,Female,2.7,78.1,75,72,81,89,317,79.25,B
STU10711,19,Female,5.7,71.1,77,75,87,90,329,82.25,A
STU10712,20,Male,3.7,83.0,76,81,79,79,315,78.75,B
STU10713,19,Male,3.0,88.5,58,68,58,76,260,65.0,C
STU10714,18,Male,3.3,91.2,81,89,86,85,341,85.25,A
STU10715,18,Male,5.8,97.6,94,98,94,100,386,96.5,A+
STU10716,19,Male,3.4,100.0,64,67,70,81,282,70.5,B
STU10717,16,Female,4.3,84.5,83,68,69,79,299,74.75,B
STU10718,17,Male,4.5,75.4,83,72,80,79,314,78.5,B
STU10719,16,Male,1.0,86.5,52,59,58,57,226,56.5,D
STU10720,16,Male,1.9,79.3,68,80,84,81,313,78.25,B
STU10721,21,Female,5.1,91.3,69,58,73,84,284,71.0,B
STU10722,16,Male,3.2,69.0,57,68,61,64,250,62.5,C
STU10723,20,Female,6.4,100.0,81,100,93,94,368,92.0,A+
STU10724,21,Male,6.2,90.6,86,77,91,99,353,88.25,A
STU10725,21,Female,5.8,65.2,71,72,85,78,306,76.5,B
STU10726,18,Female,7.8,74.9,95,87,92,100,374,93.5,A+
STU10727,16,Male,4.4,90.2,67,68,60,78,273,68.25,C
STU10728,18,Male,5.7,93.8,94,68,91,96,349,87.25,A
STU10729,19,Male,3.4,69.3,63,85,70,78,296,74.0,B
STU10730,17,Male,8.9,89.1,93,100,93,100,386,96.5,A+
STU10731,21,Female,8.1,62.5,85,76,83,86,330,82.5,A
STU10732,19,Female,4.5,81.1,78,89,96,92,355,88.75,A
STU10733,19,Female,5.2,93.1,75,77,81,83,316,79.0,B
STU10734,20,Female,6.9,76.5,92,84,97,100,373,93.25,A+
STU10735,17,Male,4.2,66.9,76,95,91,90,352,88.0,A
STU10736,19,Male,3.3,83.5,80,95,90,85,350,87.5,A
STU10737,19,Female,6.1,76.0,86,88,87,100,361,90.25,A+
STU10738,17,Male,4.6,88.3,75,89,74,78,316,79.0,B
STU10739,17,Female,4.8,73.1,67,85,76,83,311,77.75,B
STU10740,19,Male,3.0,74.3,71,61,78,69,279,69.75,C
STU10741,17,Male,1.4,61.8,40,43,56,58,197,49.25,F
STU10742,19,Female,4.9,83.7,80,93,76,100,349,87.25,A
STU10743,19,Male,6.1,80.4,82,76,100,88,346,86.5,A
STU10744,20,Female,4.1,70.1,75,93,70,81,319,79.75,B
STU10745,16,Female,7.1,83.9,86,84,97,92,359,89.75,A
STU10746,19,Female,3.2,92.3,70,80,82,75,307,76.75,B
STU10747,18,Female,2.6,79.8,68,72,76,75,291,72.75,B
STU10748,21,Female,4.4,84.7,75,73,63,75,286,71.5,B
STU10749,16,Female,4.4,84.7,76,100,85,99,360,90.0,A+
STU10750,16,Male,5.9,70.0,76,88,77,78,319,79.75,B
STU10751,16,Male,3.1,100.0,84,75,89,85,333,83.25,A
STU10752,20,Female,7.0,77.3,94,86,83,88,351,87.75,A
STU10753,19,Male,8.0,88.6,91,99,85,100,375,93.75,A+
STU10754,20,Male,4.4,89.7,62,59,72,72,265,66.25,C
STU10755,19,Male,6.7,80.6,85,95,99,99,378,94.5,A+
STU10756,20,Female,2.6,88.1,77,68,91,76,312,78.0,B
STU10757,20,Female,6.4,84.5,75,89,71,86,321,80.25,A
STU10758,21,Male,6.4,67.8,77,72,76,81,306,76.5,B
STU10759,18,Female,6.1,78.7,82,69,91,89,331,82.75,A
STU10760,20,Female,4.5,75.9,81,76,68,73,298,74.5,B
STU10761,21,Female,0.5,77.4,75,75,73,77,300,75.0,B
STU10762,17,Female,3.3,69.0,74,81,88,82,325,81.25,A
STU10763,18,Female,3.4,93.3,69,88,76,91,324,81.0,A
STU10764,20,Male,2.7,98.0,70,79,81,86,316,79.0,B
STU10765,16,Female,4.7,91.8,78,75,71,78,302,75.5,B
STU10766,17,Male,3.7,94.7,68,81,73,90,312,78.0,B
STU10767,17,Female,3.0,78.6,79,77,83,86,325,81.25,A
STU10768,21,Female,2.6,75.6,65,53,44,73,235,58.75,D
STU10769,17,Male,3.2,74.2,57,65,63,66,251,62.75,C
STU10770,18,Male,6.5,88.4,100,100,88,100,388,97.0,A+
STU10771,20,Female,3.3,84.3,47,64,62,67,240,60.0,C
STU10772,20,Male,3.6,81.2,70,75,68,69,282,70.5,B
STU10773,16,Female,3.7,95.0,82,82,77,91,332,83.0,A
STU10774,21,Male,5.1,86.0,75,75,74,78,302,75.5,B
STU10775,16,Male,5.3,73.6,76,73,90,100,339,84.75,A
STU10776,17,Female,0.5,75.2,67,64,65,67,263,65.75,C
STU10777,16,Female,6.3,88.8,77,89,98,89,353,88.25,A
STU10778,18,Female,7.1,92.4,91,94,100,100,385,96.25,A+
STU10779,20,Male,2.6,87.5,79,84,90,91,344,86.0,A
STU10780,17,Female,2.7,100.0,67,78,84,71,300,75.0,B
STU10781,16,Female,3.7,98.4,81,79,82,81,323,80.75,A
STU10782,21,Female,3.1,86.4,94,94,100,99,387,96.75,A+
STU10783,18,Female,4.9,73.6,74,87,85,88,334,83.5,A
STU10784,18,Female,1.0,68.9,55,63,62,67,247,61.75,C
STU10785,16,Male,2.5,78.1,76,69,75,83,303,75.75,B
STU10786,20,Male,7.3,89.5,93,98,93,88,372,93.0,A+
STU10787,16,Female,2.8,100.0,78,74,67,68,287,71.75,B
STU10788,17,Male,6.7,86.2,93,79,95,100,367,91.75,A+
STU10789,16,Female,5.1,93.7,91,100,86,97,374,93.5,A+
STU10790,18,Male,1.2,79.5,45,51,49,51,196,49.0,F
STU10791,16,Female,5.6,88.2,68,72,87,88,315,78.75,B
STU10792,20,Female,4.3,90.2,98,85,93,91,367,91.75,A+
STU10793,21,Male,3.7,62.2,61,61,59,67,248,62.0,C
STU10794,19,Male,4.9,77.9,100,87,97,99,383,95.75,A+
STU10795,16,Male,5.4,91.5,96,98,96,100,390,97.5,A+
STU10796,20,Female,5.8,84.7,97,77,62,100,336,84.0,A
STU10797,20,Female,6.6,70.0,82,87,72,83,324,81.0,A
STU10798,21,Male,5.2,57.7,61,79,84,88,312,78.0,B
STU10799,18,Female,2.0,78.3,82,92,100,86,360,90.0,A+
STU10800,20,Male,3.6,81.3,87,89,94,97,367,91.75,A+
STU10801,20,Male,9.8,73.2,92,100,100,100,392,98.0,A+
STU10802,20,Female,5.8,83.4,75,77,74,85,311,77.75,B
STU10803,20,Male,8.8,87.1,88,93,97,100,378,94.5,A+
STU10804,17,Male,7.0,88.7,91,100,100,96,387,96.75,A+
STU10805,17,Male,4.9,58.4,64,65,67,74,270,67.5,C
STU10806,18,Male,5.0,68.9,69,72,78,78,297,74.25,B
STU10807,16,Male,4.4,79.0,100,84,87,95,366,91.5,A+
STU10808,20,Male,1.4,87.7,51,47,62,60,220,55.0,D
STU10809,21,Female,4.5,86.9,79,100,96,100,375,93.75,A+
STU10810,16,Male,6.7,86.7,87,99,100,100,386,96.5,A+
STU10811,21,Female,3.4,78.2,67,69,69,76,281,70.25,B
STU10812,16,Male,5.2,78.7,91,98,92,96,377,94.25,A+
